CITY,STATE
(De) Wippert,Gelderland
(De) Wippert (?),Gelderland
(Den) Broek (?),Limburg
(It) Oranjewâld,onbekend
1e Exloërmond,Drenthe
2e Exloërmond,Drenthe
2e Exloermond,onbekend
2e Valthermond,Drenthe
2e Vlotbrug,Zuid-Holland
3833 Am Leusden,onbekend
8271Hn Ijsselmuiden,onbekend
Aadorp,Overijssel
Aagtekerke,Zeeland
Aalbeek,Limburg
Aalden,Drenthe
Aaldonk,Limburg
Aalsmeer,Noord-Holland
Aalsmeerderbrug,Noord-Holland
Aalst,Gelderland
Aalst,Noord-Brabant
Aalsum,Groningen
Aalsum,Friesland
Aalten,Gelderland
Aam,Gelderland
Aan de Berg,Limburg
Aan de Bergen,Limburg
Aan de Maas,Limburg
Aan de Popelaar,Limburg
Aan de Rijksweg,Limburg
Aan de School,Limburg
Aan de Zuwe,Utrecht
Aan Reijans,Limburg
Aanschot,Noord-Brabant
Aardenburg,Zeeland
Aarlanderveen,Zuid-Holland
Aarle,Noord-Brabant
Aarle-Rixtel,Noord-Brabant
Aartswoud,Noord-Holland
Aasterberg,Limburg
Abbega ,Friesland
Abbegaasterketting,Friesland
Abbegea,onbekend
Abbegeasterkeatting,onbekend
Abbekerk,Noord-Holland
Abbekinderen,Zeeland
Abbenbroek,Zuid-Holland
Abbenes,Noord-Holland
Abbengawier,Friesland
Abbenwier,onbekend
Abbestede,Noord-Holland
Abbeweer,Groningen
Abcoude,Utrecht
Abcoven,Noord-Brabant
Absdale,Zeeland
Abshoven,Limburg
Abtswoude,Zuid-Holland
Achlum,Friesland
Acht,Noord-Brabant
Achter het Klooster,Limburg
Achter-Lindt,Zuid-Holland
Achter-Thesinge,Groningen
Achterberg,Utrecht
Achterbos,Utrecht
Achterbosch,Noord-Brabant
Achterbroek,Zuid-Holland
Achterbroek,Noord-Brabant
Achterdiep,Groningen
Achterdijk,Noord-Brabant
Achterdijk,Utrecht
Achterdrempt,Gelderland
Achtereind,Noord-Brabant
Achterhoek,Overijssel
Achterhoek,Gelderland
Achterste Brug,Noord-Brabant
Achterste Diesdonk,Noord-Brabant
Achterste Erm,Drenthe
Achterste Heide,Noord-Brabant
Achterste Heikant,Noord-Brabant
Achterste Hermalen,Noord-Brabant
Achterste Rith,Noord-Brabant
Achterstehoek,Gelderland
Achterveld,Gelderland
Achterveld,Utrecht
Achterwetering,Utrecht
Achthoven,Utrecht
Achthoven-West,Utrecht
Achthuizen,Zuid-Holland
Achtmaal,Noord-Brabant
Achttienhoven,Utrecht
Achttienhoven,Zuid-Holland
Acquoy,Gelderland
Adorp,Groningen
Aduard,Groningen
Aduarderzijl,Groningen
Aegum,Friesland
Aekinga,Friesland
Aerdenburg,Gelderland
Aerdenhout,Noord-Holland
Aerdt,Gelderland
Afferden,Limburg
Afferden,Gelderland
Afferden L.,Limburg
Agelo,Overijssel
Agodorp,Groningen
Aijen,Limburg
Akersloot,Noord-Holland
Akker,Noord-Brabant
Akkerput,Zeeland
Akkrum,Friesland
Akmarijp,Friesland
Albergen,Overijssel
Alblasserdam,Zuid-Holland
Alblasserwaard,onbekend
Ald Terp,Friesland
Alde Leie,Friesland
Alde Ouwer,onbekend
Alde Skou,onbekend
Aldeberkeap,onbekend
Aldebiltsyl,onbekend
Aldeboarn,Friesland
Aldegea,onbekend
Aldehaske,onbekend
Aldeholtpea,onbekend
Aldeholtwâlde,onbekend
Aldemardum,onbekend
Aldetrine,onbekend
Aldeweisterfeart,onbekend
Aldhoarne,onbekend
Aldlemmer,onbekend
Aldskoat,onbekend
Aldtsjerk,Friesland
Aldwâld,Friesland
Aldwâldmersyl,Friesland
Alem,Gelderland
Alendorp,Utrecht
Alinghuizen,Groningen
Alkmaar,Noord-Holland
Allersma,Groningen
Allingawier,Friesland
Almelo,Overijssel
Almen,Gelderland
Almere,Flevoland
Almere Buiten,onbekend
Almere-Buiten,Flevoland
Almere-Haven,Flevoland
Almere-Hout,Flevoland
Almere-Pampus,Flevoland
Almere-Poort,Flevoland
Almere-Stad,Flevoland
Almkerk,Noord-Brabant
Alphen,Noord-Brabant
Alphen,Gelderland
Alphen aan den Rijn,Zuid-Holland
Alphen-Oosterwijk,Noord-Brabant
Altena,Drenthe
Alteveer,Drenthe
Alteveer,Groningen
Alteveer gem Hoogeveen,Drenthe
Altforst,Gelderland
Alting,Drenthe
Altweert,Limburg
Altweerterheide,Limburg
Alverna,Gelderland
Alvershool,Noord-Brabant
Am,onbekend
Ambt delden,Overijssel
Ameide,Utrecht
Amen,Drenthe
America,Limburg
Amerika,Drenthe
Amerongen,Utrecht
Amersfoort,Utrecht
Ammerstol,Zuid-Holland
Ammerzoden,Gelderland
Ampsen,Gelderland
Amstelhoek,Utrecht
Amstelveen,Noord-Holland
Amstenrade,Limburg
Amsterdam,Noord-Holland
Amsterdam-Duivendrecht,Noord-Holland
Amsterdamscheveld,Drenthe
Amsweer,Groningen
Andel,Noord-Brabant
Andelst,Gelderland
Anderen,Drenthe
Andijk,Noord-Holland
Ane,Overijssel
Anerveen,Overijssel
Anevelde,Overijssel
Angeren,Gelderland
Angerlo,Gelderland
Anholt,Drenthe
Ankeveen,Noord-Holland
Ankum,Overijssel
Anloo,Drenthe
Anna Jacobapolder,Zeeland
Anna Paulowna,Noord-Holland
Annabuorren,Friesland
Annen,Drenthe
Annendaal,Limburg
Annerveenschekanaal,Drenthe
Anneville,Noord-Brabant
Anreep,Drenthe
Ansen,Drenthe
Apeldoorn,Gelderland
Apenhuizen,Overijssel
Appel,Gelderland
Appelscha,Friesland
Appelskea,onbekend
Appeltern,Gelderland
Appen,Gelderland
Appingedam,Groningen
Arcen,Limburg
Archem,Overijssel
Arendnest,Noord-Brabant
Arensgenhout,Limburg
Arkel,Zuid-Holland
Arkens,Friesland
Armhoede,Gelderland
Armweide,Drenthe
Arnemuiden,Zeeland
Arnhem,Gelderland
Arnoud,Zuid-Holland
Arriën,Overijssel
Arriërveld,Overijssel
Arum,Friesland
Arwerd,Groningen
Asbroek,Limburg
Asch,Gelderland
Asenray,Limburg
Asperen,Gelderland
Asschat,Utrecht
Assel,Gelderland
Asselt,Limburg
Assen,Drenthe
Assendelft,Noord-Holland
Asten,Noord-Brabant
Atzeburen,Friesland
Augsbuert-Lytsewâld,Friesland
Augustinusga,Friesland
Austerlitz,Utrecht
Avenhorn,Noord-Holland
Averlo,Overijssel
Avest,Gelderland
Axel,Zeeland
Azelo,Overijssel
Azewijn,Gelderland
Bûtenpost,onbekend
Bûtenstfallaat,onbekend
Baaidúnen,onbekend
Baaiduinen,Friesland
Baaium,Friesland
Baak,Gelderland
Baakhoven,Limburg
Baaks,Limburg
Baakwoning,Zuid-Holland
Baal,Gelderland
Baalhoek,Zeeland
Baambrugge,Utrecht
Baambrugse Zuwe,Utrecht
Baamsum,Groningen
Baanhoek (?),Zuid-Holland
Baard,Friesland
Baardbuorren,onbekend
Baarderburen,Friesland
Baarland,Zeeland
Baarle Nassau,onbekend
Baarle-Nassau,Noord-Brabant
Baarlo,Limburg
Baarlo,Overijssel
Baarn,Utrecht
Baars,Overijssel
Baarschot,Noord-Brabant
Baarsdorp,Zeeland
Baarstraat,Limburg
Babberich,Gelderland
Baburen,Friesland
Babyloniënbroek,Noord-Brabant
Bad Nieuweschans,Groningen
Badhoevedorp,Noord-Holland
Baerd,onbekend
Baexem,Limburg
Baflo,Groningen
Bahr,Gelderland
Baijum,onbekend
Bakel,Noord-Brabant
Bakelsebrug,Noord-Brabant
Bakendorp,Zeeland
Bakertand,Noord-Brabant
Bakhúzen,onbekend
Bakhuisbos,Gelderland
Bakhuizen,Friesland
Bakkefean,onbekend
Bakkerom,Groningen
Bakkersdam,Zeeland
Bakkeveen,Friesland
Balgoij,Gelderland
Balhofstede,Zeeland
Balinge,Drenthe
Balk,Friesland
Balkbrug,Overijssel
Ballast,Drenthe
Balleman,Noord-Brabant
Ballingbuer,onbekend
Ballingbuur,Friesland
Balloo,Drenthe
Ballum,Friesland
Balmahuizen,Groningen
Baneheide,Limburg
Banholt,Limburg
Bankert,Noord-Brabant
Bant,Flevoland
Bantega,Friesland
Bantegea,onbekend
Barchem,Gelderland
Barendrecht,Zuid-Holland
Barendrechtse Veer,Zuid-Holland
Bareveld,Drenthe
Bargebek,Friesland
Barger-Compascuum,Drenthe
Barger-Erfscheidenveen,Drenthe
Barger-Oosterveen,Drenthe
Bargeroosterveld,onbekend
Barlage,Groningen
Barlaque,Noord-Brabant
Barlo,Gelderland
Barneveld,Gelderland
Barnflair,Groningen
Barrier,Limburg
Barsbeek,Overijssel
Barsingerhorn,Noord-Holland
Bartlehiem,Friesland
Barwoutswaarder,Utrecht
Basse,Overijssel
Basserveld,Overijssel
Batenburg,Gelderland
Bath,Zeeland
Bathmen,Overijssel
Battenoord,Zuid-Holland
Bavel,Noord-Brabant
Bavel AC,Noord-Brabant
Bavinkel,Overijssel
Bazuin,Drenthe
Bears,Friesland
Beckum,Overijssel
Bedaf,Noord-Brabant
Bedum,Groningen
Beegden,Limburg
Beek,Limburg
Beek,Gelderland
Beek en Donk,Noord-Brabant
BEEK GEM BERG EN DAL,onbekend
Beek Lb,onbekend
Beekbergen,Gelderland
Beekdaelen,onbekend
Beekdorp,Overijssel
Beekheuvel,Limburg
Beekkant,Limburg
Beemdkant,Noord-Brabant
Beemte,Gelderland
Beemte Broekland,Gelderland
Beerenplaat,Zuid-Holland
Beers,onbekend
Beers,Noord-Brabant
Beers NB,Noord-Brabant
Beers NB,onbekend
Beerschoten,Utrecht
Beersterhoogen,Groningen
Beerta,Groningen
Beertsenhoven,Limburg
Beerze,Overijssel
Beerzerveld,Overijssel
Beesd,Gelderland
Beesel,Limburg
Beetgum,onbekend
Beetgumermolen,onbekend
Beets,Noord-Holland
Beetstersweach,onbekend
Beetsterzwaag,Friesland
Behelp,Noord-Brabant
Beilen,Drenthe
Beilervaart,Drenthe
Beinsdorp,Noord-Holland
Bekelaar,Noord-Brabant
Bekenes,Utrecht
Bekveld,Gelderland
Beldert,Zeeland
Belfeld,Limburg
Belgenhoek,Limburg
Belgeren,Noord-Brabant
Bellingwolde,Groningen
Belt-Schutsloot,Overijssel
Beltrum,Gelderland
Belvert,Noord-Brabant
Bemelen,Limburg
Bemmel,Gelderland
Bemmer,Noord-Brabant
Benderse,Drenthe
Beneden Veensloot,Groningen
Beneden-Haastrecht,Zuid-Holland
Beneden-Leeuwen,Gelderland
Benedenberg,Zuid-Holland
Benedeneind,Noord-Brabant
Benedeneind,Utrecht
Benedenheul,Zuid-Holland
Benedenkerk,Zuid-Holland
Bennebroek,Noord-Holland
Bennekom,Gelderland
Benneveld,Drenthe
Benningbroek,Noord-Holland
Benschop,Utrecht
Bent,Zuid-Holland
Bentelo,Overijssel
Benthem,Noord-Brabant
Benthuizen,Zuid-Holland
Bentveld,Noord-Holland
Benzenrade,Limburg
Berenbroek,Noord-Brabant
Berg,Noord-Brabant
Berg,Limburg
Berg (?),Limburg
Berg en Dal,Gelderland
Berg en Terblijt,Limburg
Bergakker,Gelderland
Bergambacht,Zuid-Holland
Bergeijk,Noord-Brabant
Bergen,Noord-Holland
Bergen,Limburg
Bergen (NH),Noord-Holland
Bergen aan Zee,Noord-Holland
Bergen L,Limburg
Bergen Lb,onbekend
Bergen op Zoom,Noord-Brabant
Bergenhuizen,Limburg
Bergenshuizen,Noord-Brabant
Bergentheim,Overijssel
Bergerden,Gelderland
Bergharen,Gelderland
Berghem,Limburg
Berghem,Noord-Brabant
Berghuizen,Drenthe
Berghuizen,Gelderland
Berghum,Overijssel
Bergsche Heide,Limburg
Bergschenhoek,Zuid-Holland
Bergstoep,Zuid-Holland
Bergum,onbekend
Berik,Limburg
Beringe,Limburg
Berkeind,Noord-Brabant
Berkeindje,Noord-Brabant
Berkel en Rodenrijs,Zuid-Holland
Berkel Enschot,onbekend
Berkel-Enschot,Noord-Brabant
Berkelaar,Limburg
Berkenwoude,Zuid-Holland
Berkhoek,Noord-Brabant
Berkhout,Noord-Holland
Berkt,Noord-Brabant
Berlicum,Noord-Brabant
Berlikum,onbekend
Berlikum,onbekend
Berltsum,Friesland
Bern,Gelderland
Bernsterburen,Friesland
Berschenhoek,onbekend
Besselaar,Noord-Brabant
Best,Noord-Brabant
Besthmen,Overijssel
Beswerd,Groningen
Bethlehem,Groningen
Betterwurd,Friesland
Beugen,Noord-Brabant
Beugt,Noord-Brabant
Beukelaar,Noord-Brabant
Beuningen,Gelderland
Beuningen,Overijssel
Beuningen Gld,Gelderland
Beusbergen,Overijssel
Beuseberg,Overijssel
Beusichem,Gelderland
Beutenaken,Limburg
Bevermeer,Gelderland
Beverwijk,Noord-Holland
Biddinghuizen,Flevoland
Biert,Zuid-Holland
Bierum,Groningen
Biervliet,Zeeland
Biesstraat,Limburg
Biessum,Groningen
Biest-Houtakker,Noord-Brabant
Biesthoek,Noord-Brabant
Biestraat,Noord-Brabant
Biezelinge,Zeeland
Biezen,Zeeland
Biezenheuvel,Noord-Brabant
Biezenmortel,Noord-Brabant
Biggekerke,Zeeland
Bijsteren,Gelderland
Bijsterveld,Noord-Brabant
Bikbergen,Noord-Holland
Bikkershorn,Groningen
Bilderdam,Zuid-Holland
Billinghuizen,Limburg
Bilt,Limburg
Bilthoven,Utrecht
Bingelrade,Limburg
Bingerden,Gelderland
Binnen-Moerdijk,Noord-Brabant
Birstum,Friesland
Bisschopswetering,Overijssel
Bisselt,Limburg
Bissen,Limburg
Bitgum,Friesland
Bitgummole,Friesland
Blaaksedijk,Zuid-Holland
Bladel,Noord-Brabant
Blaker,Zuid-Holland
Blankenberg,Gelderland
Blankenham,Overijssel
Blaricum,Noord-Holland
Blauforlaet,onbekend
Blauhûs,onbekend
Blauw,Groningen
Blauwe Hand,Overijssel
Blauwe Sluis,Noord-Brabant
Blauwenhoek,Noord-Brabant
Blauwesluis,Gelderland
Blauwestad,Groningen
Blauwewijk,Zeeland
Blauwhuis,Friesland
Blauwkapel,Utrecht
Blauwverlaat,Friesland
Bleijenbeek,Limburg
Bleijs,Noord-Brabant
Bleiswijk,Zuid-Holland
Blekslage,Groningen
Blenkert,Limburg
Blerick,Limburg
Blesdijke,Friesland
Blesdike,onbekend
Bleskensgraaf,Zuid-Holland
Bleskensgraaf ca,Zuid-Holland
Blessum,Friesland
Blijdenstein,Drenthe
Blije,Friesland
Blijham,Groningen
Blitterswijck,Limburg
Bloemberg,Drenthe
Bloemendaal,Noord-Holland
Blokker,Noord-Holland
Blokland,Utrecht
Blokland,Zuid-Holland
Blokum,Groningen
Blokzijl,Overijssel
Boalsert,onbekend
Boarnburgum,onbekend
Boarnsweach,onbekend
Boarnsweach Oer de Wielen,onbekend
Boarnwert,Friesland
Boarnwerthuzen,Friesland
Boatebuorren,Friesland
Boazum,Friesland
Bocholtz,Limburg
Bocholtzerheide,Limburg
Boddenbroek,Limburg
Bodegraven,Zuid-Holland
Boeiink,Noord-Brabant
Boekel,Noord-Brabant
Boekel,Noord-Holland
Boekelo,Overijssel
Boekelte,Friesland
Boekend,Limburg
Boekhorst,Friesland
Boelenslaan,Friesland
Boelensloane,onbekend
Boer,Friesland
Boerakker,Groningen
Boerdonk,Noord-Brabant
Boerelaan,Drenthe
Boerengat,Zeeland
Boerenhoek,Gelderland
Boerenhol,Zeeland
Boerenstreek,Groningen
Boerhaar,Overijssel
Boermastreek,Drenthe
Boesingheliede,Noord-Holland
Boijl,Friesland
Bokhoven,Noord-Brabant
Boksheide,Noord-Brabant
Boksum,Friesland
Bokt,Noord-Brabant
Bolberg,Noord-Brabant
Bolenberg,Limburg
Bollingwier,Friesland
Bolnes,Zuid-Holland
Bolshuizen,Groningen
Bolst,Noord-Brabant
Bolsward,Friesland
Bommelskous,Zuid-Holland
Bommerig,Limburg
Bong,Limburg
Bonkwerd,onbekend
Bonkwert,Friesland
Bonnerveen,Drenthe
Bonrepas,Zuid-Holland
Bontebok,Friesland
Bontebrug,Gelderland
Bontemorgen,Gelderland
Boomen,Noord-Brabant
Boompjesdijk,Noord-Brabant
Booneschans,Groningen
Boord,Noord-Brabant
Boornbergum,Friesland
Boornzwaag,Friesland
Boornzwaag over de Wielen,Friesland
Borculo,Gelderland
Borger,Drenthe
Borgercompagnie,Groningen
Borgertange,Groningen
Borgerveld,Groningen
Borgharen,Limburg
Borgsweer,Groningen
Borgweg,Groningen
Borkel,Noord-Brabant
Borkeld,Overijssel
Born,Limburg
Borne,Overijssel
Borne,Noord-Brabant
Borneo,Noord-Brabant
Bornerbroek,Overijssel
Borssele,Zeeland
Borteldonk,Noord-Brabant
Bosch,Noord-Brabant
Bosch en Duin,Utrecht
Boscheind,Noord-Brabant
Boschheurne,Gelderland
Boschhoven,Noord-Brabant
Boschkens,Noord-Brabant
Boschoord,Drenthe
Boshoek,Gelderland
Boshoven,Noord-Brabant
Boshoven,Limburg
Boshuizen,Limburg
Bosje,Drenthe
Boskamp,Overijssel
Boskant,Noord-Brabant
Boskant,Gelderland
Boskoop,Zuid-Holland
Boslust,Noord-Brabant
Bosschenhoofd,Noord-Brabant
Bosschenhuizen,Limburg
Bosscherheide,Limburg
Bosserstraat,Limburg
Bosven,Limburg
Boterveen,Drenthe
Boterwijk,Noord-Brabant
Botlek,Zuid-Holland
Botlek Rotterdam,Zuid-Holland
Botshoofd,Zeeland
Bouchauterhaven,Zeeland
Boudewijnskerke,Zeeland
Boukoul,Limburg
Bourtange,Groningen
Bouwekleaster,onbekend
Bouwerschap,Groningen
Boven Pekela,Groningen
Boven Veensloot,Groningen
Boven-Haastrecht,Zuid-Holland
Boven-Hardinxveld,Zuid-Holland
Boven-Leeuwen,Gelderland
Bovenberg,Zuid-Holland
Boveneind,Noord-Brabant
Boveneinde,Gelderland
Bovenkarspel,Noord-Holland
Bovenkerk,Noord-Holland
Bovenkerk,Zuid-Holland
Bovenrijge,Groningen
Bovensluis,Noord-Brabant
Bovensmilde,Drenthe
Bovenstad,Zuid-Holland
Bovenste Huis (?),onbekend
Bovenstehuis,Noord-Brabant
Bovenstreek,Drenthe
Bovenstreek,Groningen
Boxmeer,Noord-Brabant
Boxtel,Noord-Brabant
Boyl,onbekend
Bozum,onbekend
Braakhoek,Noord-Brabant
Braamberg,Overijssel
Braamberg,Groningen
Braambos(ch) (?),Noord-Brabant
Braamt,Gelderland
Brabander,Limburg
Brakel,Noord-Brabant
Brakel,Gelderland
Bramley,onbekend
Brammelo,Overijssel
Brand,Noord-Brabant
Brandemolen,Limburg
Brandt,Limburg
Brandwijk,Zuid-Holland
Brantgum,Friesland
Breda,Noord-Brabant
Bredelaar,Gelderland
Bredevoort,Gelderland
Breede,Groningen
Breedenbroek,Gelderland
Breedeveen,Utrecht
Breedeweg,Gelderland
Breedschot,Noord-Brabant
Breehees,Noord-Brabant
Breemortel,Noord-Brabant
Breeveld,Utrecht
Breezand,Noord-Holland
Breezanddijk,Friesland
Breklenkamp,Overijssel
Brem,Noord-Brabant
Brembosch,Noord-Brabant
Breskens,Zeeland
Breudijk,Utrecht
Breugel,Noord-Brabant
Breukelen,Utrecht
BREUKELEN UT,onbekend
Breukeleveen,Noord-Holland
Breyvin,Limburg
Brielle,Zuid-Holland
Brigdamme,Zeeland
Brijdorpe,Zeeland
Brillerij,Groningen
Briltil,Groningen
Brinkmanshoek,Gelderland
Britsum,Friesland
Britswerd,onbekend
Britswert,Friesland
Broek,Groningen
Broek,Friesland
Broek,Limburg
Broek,Noord-Brabant
Broek,Utrecht
Broek in Waterland,Noord-Holland
Broek op Langedijk,Noord-Holland
Broekeind,Limburg
Broekenseind,Noord-Brabant
Broekheurne,Overijssel
Broekhoven,Noord-Brabant
Broekhoven,Limburg
Broekhuizen,Overijssel
Broekhuizen,Drenthe
Broekhuizen,Limburg
Broekhuizenvorst,Limburg
Broekkant,Noord-Brabant
Broekland,Overijssel
Broeksterwâld,Friesland
Broeksterwoude,onbekend
Broekzijde,Noord-Brabant
Broerdijk,Noord-Holland
Brommelen,Limburg
Bronkhorst,Gelderland
Bronneger,Drenthe
Bronnegerveen,Drenthe
Bronsveen,Groningen
Brouwershaven,Zeeland
Bruchem,Gelderland
Brucht,Overijssel
Bruchterveld,Overijssel
Bruggen,Noord-Brabant
Bruggerhuizen,Noord-Brabant
Bruinehaar,Overijssel
Bruinisse,Zeeland
Bruisterbosch,Limburg
Brumhold,Limburg
Brummen,Gelderland
Brunssum,Limburg
Brunsting,Drenthe
Bruntinge,Drenthe
Buchten,Limburg
Budel,Noord-Brabant
Budel-Dorplein,Noord-Brabant
Budel-Schoot,Noord-Brabant
Bueren,onbekend
Buggenum,Limburg
Buinen,Drenthe
Buinerveen,Drenthe
Buitenhuizen,Drenthe
Buitenkaag,Noord-Holland
Buitenpost,Friesland
Buitenstverlaat,Friesland
Bulkemsbroek,Limburg
Bulkenaar,Noord-Brabant
Bullenkamp,Gelderland
Bultinge,Drenthe
Bunde,Limburg
Bunne,Drenthe
Bunnik,Utrecht
Bunschoten-Spakenburg,Utrecht
Burchwert,onbekend
Burdaard,Friesland
Buren,Gelderland
Buren,Friesland
Burgemeester Beinsdorp,Groningen
Burgerbrug,Noord-Holland
Burgersdijk,Zuid-Holland
Burgerveen,Noord-Holland
Burgervlotbrug,Noord-Holland
Burgh,Zeeland
Burgh-Haamstede,Zeeland
Burghsluis,Zeeland
Burgt,Noord-Brabant
Burgum,Friesland
Burgwerd,Friesland
Burstum,onbekend
Burum,Friesland
Bus,Noord-Brabant
Bussel,Noord-Brabant
Busselte,Drenthe
Bussereind,Limburg
Bussloo,Gelderland
Bussum,Noord-Holland
Buttinga,Friesland
Buttinge,Zeeland
Buurmalsen,Gelderland
Buurse,Overijssel
Buurtje,Noord-Brabant
Buweklooster,Friesland
Cabauw,Utrecht
Cadier en Keer,Limburg
Cadzand,Zeeland
Cadzand-Bad,Zeeland
Calfven,Noord-Brabant
Californië,Limburg
Californië,Gelderland
Callantsoog,Noord-Holland
Calslagen,Noord-Holland
Caluna,Limburg
Camerig,Limburg
Capelle,Noord-Brabant
Capelle a/d IJssel,onbekend
Capelle aan den IJssel,Zuid-Holland
Capelle-West,Zuid-Holland
Carnisse,Zuid-Holland
Cartils,Limburg
Castelré,Noord-Brabant
Castelre,Noord-Brabant
Castenray,Limburg
Casteren,Noord-Brabant
Castert,Limburg
Castricum,Noord-Holland
Catsop,Limburg
Cattenbroek,Utrecht
Cauwelaer (?),onbekend
Cellemuiden,Overijssel
Ceresdorp,Groningen
Chaam,Noord-Brabant
Chaamdijk,Noord-Brabant
Clinge,Zeeland
Coevorden,Drenthe
Coldenhove,Gelderland
Colijnsplaat,Zeeland
Collendoorn,Overijssel
Collendoornerveen,Overijssel
Colmont,Limburg
Colmschate,Overijssel
Commissiepolle,Friesland
Cornjum,onbekend
Cornjum,onbekend
Cornwerd,Friesland
Cortenoever,Gelderland
Corvera - Murcia-Espa√±a,onbekend
Cothen,Utrecht
Cottessen,Limburg
Couwelaar,Noord-Brabant
Crèvecoeur,Noord-Brabant
Crailo,Noord-Holland
Cranendonck,Noord-Brabant
Crapoel,Limburg
Craubeek,Limburg
Creil,Flevoland
Crixhoek,Limburg
Crob,Gelderland
Cromvoirt,Noord-Brabant
Croy,Noord-Brabant
Cruquius,Noord-Holland
Cuijk,Noord-Brabant
Culemborg,Gelderland
Daarle,Overijssel
Daarlerveen,Overijssel
Dal,Limburg
Daland,Limburg
Dale,Gelderland
Dalem,Noord-Brabant
Dalem,Zuid-Holland
Dalen,Drenthe
Dalerend,Drenthe
Dalerpeel,Drenthe
Dalerveen,Drenthe
Dalfsen,Overijssel
Dallingeweer,Groningen
Dalmsholte,Overijssel
Dam,Limburg
Damwâld,Friesland
Damwoude,onbekend
Daniken,Limburg
Darp,Drenthe
Darthuizen,Utrecht
Dassemus,Noord-Brabant
De (Drachtster) Kompenije,onbekend
De Aa,Noord-Brabant
De Baan,Noord-Brabant
De Bargebek,onbekend
De Beek,Noord-Brabant
De Beek,Gelderland
De Belt,Overijssel
De Bente,Drenthe
De Berg,Noord-Brabant
De Berg,Limburg
De Berk,Noord-Brabant
De Berken,Noord-Brabant
De Biezen,Noord-Brabant
De Bilt,Utrecht
De Birkt,Utrecht
De Blesse,Friesland
De Blijnse,Friesland
De Blokken,Friesland
De Boberden,Limburg
De Bocht,Noord-Brabant
De Boer,Noord-Brabant
De Bolt,Noord-Brabant
De Bosjes,Gelderland
De Bree,Zuid-Holland
De Bree,Utrecht
De Broek (Broek-Noord),onbekend
De Bruil,Gelderland
De Bruil,Groningen
De Buis,Noord-Brabant
De Bult,Groningen
De Bult,Overijssel
De Bus,Noord-Brabant
De Buurt,Noord-Holland
De Cocksdorp,Noord-Holland
De Dellen,Noord-Brabant
De Donk,Zuid-Holland
De Dood,Noord-Brabant
De Driesprong,Zuid-Holland
De Druif,Noord-Brabant
De Elft,Noord-Brabant
De Eng,Gelderland
De Engel,Zuid-Holland
De Falom,Friesland
De Feanhoop,onbekend
De Fochtel,onbekend
De Gaasten,Friesland
De Gaastmar,onbekend
De Gagel,Noord-Brabant
De Galhoek (?),onbekend
De Ginkel,Gelderland
De Glind,Gelderland
De Goorn,Noord-Holland
De Gordyk,onbekend
De Gracht,onbekend
De Grits,Friesland
De Groe,Zeeland
De Groep,Utrecht
De Groeve,Drenthe
De Haandrik,Overijssel
De Haar,Drenthe
De Haar,Gelderland
De Haar,Overijssel
De Haar,Groningen
De Haere,Gelderland
De Harkema,onbekend
De Haule,onbekend
De Heen,Noord-Brabant
De Hees,Noord-Brabant
De Hees,Limburg
De Heiberg,Noord-Brabant
De Heide,Limburg
De Hel,Friesland
De Hem,Zuid-Holland
